term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,tfidf,dfidf
shotguns,6,8,7.163281021483874e-06,17.090948028035086,NN,3,"{'NN', 'NNP', 'NNS'}",0,shotgun,shotgun,shotgun,1.6798932452368591,59.31722779801941
shotnin,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shotnin,shotnin,shotnin,0.31977351624934336,12.471167133724391
shots,40,5,4.775520680989249e-05,14.35398243386888,NNS,3,"{'NN', 'NNP', 'NNS'}",0,shot,shot,shot,0.8013442241228625,262.84471676215486
shotta,1,6,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shotta,shotta,shott,0.29693255080296166,12.471167133724391
shotter,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,shotter,shotter,shot,0.17815953048177702,12.471167133724391
should,318,6,0.0003796538941386,11.363027573471888,MD,3,"{'NNP', 'MD', 'VBP'}",1,should,should,should,0.40496236568752186,1215.7275526982392
shoulda,6,7,7.163281021483874e-06,17.090948028035086,VBP,3,"{'VBD', 'NNP', 'VBP'}",0,shoulda,shoulda,should,0.6299600842252125,59.31722779801941
shoulder,292,8,0.0003486130097122,11.486085969876225,NN,7,"{'NN', 'VBD', 'NNP', 'VB', 'VBP', 'JJR', 'JJ'}",0,shoulder,shoulder,should,0.553149523874452,1129.4055185231787
shouldered,2,10,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'VBN'}",0,shoulder,shoulder,should,0.5576261801116024,22.942334267448782
shouldering,2,11,2.3877603404946244e-06,18.675910528756244,VBG,1,{'VBG'},0,shoulder,shoulder,should,1.2053037930362585,22.942334267448782
shoulders,97,9,0.0001158063765139,13.075997686569115,NN,5,"{'NN', 'NNP', 'VBZ', 'JJ', 'NNS'}",0,shoulder,shoulder,should,0.39099790716694593,547.1796763453989
shouldersaround,1,15,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shouldersaround,shouldersaround,shouldersaround,1.039263927810366,12.471167133724391
shouldnt,47,8,5.611236800162368e-05,14.121321677078605,VBP,4,"{'NN', 'NNP', 'VBP', 'VBD'}",0,shouldnt,shouldnt,shouldnt,0.5815513318658517,302.9308022979586
shouldve,7,8,8.357161191731187e-06,16.86855560669864,VBP,3,"{'VBD', 'VBZ', 'VBP'}",0,shouldv,shouldv,shouldv,0.7026848183490808,67.6466854816675
shoumon,5,7,5.969400851236562e-06,17.35398243386888,NNP,1,{'NNP'},0,shoumon,shoumon,shoumon,0.5616123347413664,41.884668534897564
shout,7,5,8.357161191731187e-06,16.86855560669864,VB,3,"{'NN', 'VB', 'VBP'}",0,shout,shout,shout,0.9816630685536367,67.6466854816675
shouting,50,8,5.969400851236561e-05,14.03205433898152,NNP,6,"{'NN', 'VBD', 'NNP', 'VBP', 'VBG', 'JJ'}",0,shout,shout,shout,0.7671477462914478,314.06913168276225
shouts,47,6,5.611236800162368e-05,14.121321677078605,VBZ,8,"{'NN', 'VBD', 'NNP', 'VBZ', 'VB', 'MD', 'JJ', 'NNS'}",0,shout,shout,shout,1.1081042135285737,319.58983817269944
shove,20,5,2.3877603404946247e-05,15.35398243386888,VB,6,"{'NN', 'VBD', 'NNP', 'VB', 'VBP', 'JJ'}",0,shove,shove,shov,0.5015524432997974,142.52297297205888
shoved,20,6,2.3877603404946247e-05,15.35398243386888,VBN,4,"{'VBD', 'NNP', 'VB', 'VBN'}",0,shove,shove,shov,0.6655386888355207,162.9847807767406
shovel,25,6,2.984700425618281e-05,15.03205433898152,NN,5,"{'NN', 'NNP', 'VB', 'VBP', 'JJ'}",0,shovel,shovel,shovel,1.7903318071787977,149.42235838107743
shovelful,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shovel,shovel,shovel,6.2355835668621955,12.471167133724391
shoveling,4,9,4.775520680989249e-06,17.675910528756244,VBG,1,{'VBG'},0,shovel,shovel,shovel,0.8201641556353808,41.884668534897564
shovellings,1,11,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,shovel,shovel,shovel,0.890797652408885,12.471167133724391
shovels,2,7,2.3877603404946244e-06,18.675910528756244,VB,2,"{'VB', 'NNS'}",0,shovel,shovel,shovel,0.5224721872647748,22.942334267448782
shoves,86,6,0.0001026736946412,13.249645774054144,VBZ,3,"{'NNP', 'VBZ', 'NNS'}",0,shove,shove,shov,0.635594070538187,477.7373056632707
shoving,23,7,2.7459243915688184e-05,15.15234857269923,VBG,2,"{'NNP', 'VBG'}",0,shove,shove,shov,0.7186420319618853,162.9847807767406
show,181,4,0.0002160923108147,12.176064641673037,VB,5,"{'NN', 'VBD', 'NNP', 'VB', 'VBP'}",0,show,show,show,0.4494187101542445,793.9324222826826
showdown,4,8,4.775520680989249e-06,17.675910528756244,NNP,2,"{'NN', 'NNP'}",0,showdown,showdown,showdown,0.7666611284026327,22.942334267448782
showed,18,6,2.148984306445162e-05,15.50598552731393,VBD,1,{'VBD'},0,show,show,show,0.6683718280765883,149.42235838107743
shower,70,6,8.357161191731186e-05,13.546627511811275,NN,6,"{'NN', 'NNP', 'VB', 'VBP', 'JJR', 'JJ'}",0,shower,shower,show,0.9953756678853557,362.67910010428983
showerand,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,showerand,showerand,showerand,0.6928426185402439,12.471167133724391
showered,3,8,3.581640510741937e-06,18.090948028035086,NN,3,"{'NN', 'JJ', 'VBD'}",0,shower,shower,show,0.7434160290689423,32.65861389900971
showerhead,2,10,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,showerhead,showerhead,showerhead,0.8600804919809925,12.471167133724391
showering,10,9,1.1938801702473123e-05,16.35398243386888,VBG,3,"{'NNP', 'VBG', 'JJ'}",0,shower,shower,show,0.8543837761457693,83.71117919053872
showers,8,7,9.551041361978498e-06,16.675910528756244,NNS,3,"{'NN', 'NNP', 'NNS'}",0,shower,shower,show,0.7858166649162507,67.6466854816675
showgirl,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,showgirl,showgirl,showgirl,0.29002714264475327,12.471167133724391
showing,66,7,7.879609123632261e-05,13.63151640939779,VBG,5,"{'NN', 'NNP', 'VBP', 'VBG', 'JJ'}",0,show,show,show,0.844136439062671,393.8565922869524
showm,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,showm,showm,showm,0.23530504025895077,12.471167133724391
shown,10,5,1.1938801702473123e-05,16.35398243386888,VBN,1,{'VBN'},0,shown,shown,shown,0.7118648872337122,91.4923903883703
shows,78,5,9.312265327929036e-05,13.390508309893994,VBZ,5,"{'NN', 'VBD', 'NNP', 'VBZ', 'NNS'}",0,show,show,show,0.568473527859413,429.14022219886346
showtime,2,8,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,showtim,showtim,showtim,0.9593205487480301,12.471167133724391
showtunes,1,9,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,showtun,showtun,showtun,0.31977351624934336,12.471167133724391
shrapnel,3,8,3.581640510741937e-06,18.090948028035086,NNP,3,"{'NN', 'NNP', 'NNS'}",0,shrapnel,shrapnel,shrapnel,1.259977388079078,32.65861389900971
shred,3,5,3.581640510741937e-06,18.090948028035086,NN,3,"{'VBD', 'NN', 'VB'}",0,shred,shred,shred,3.8414238836554477,32.65861389900971
shredded,15,8,1.7908202553709684e-05,15.769019933147725,VBN,6,"{'NN', 'VBD', 'VB', 'JJ', 'NNS', 'VBN'}",0,shred,shred,shredded,1.8842849861710518,128.4641480717381
shredding,1,9,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,shred,shred,shredding,0.6563772175644416,12.471167133724391
shreds,5,6,5.969400851236562e-06,17.35398243386888,VB,3,"{'VBZ', 'VB', 'NNS'}",0,shred,shred,shreds,0.35012126994317405,50.74619519418515
shrieeeeeeeeeeeeeek,1,19,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shrieeeeeeeeeeeeeek,shrieeeeeeeeeeeeeek,shrieeeeeeeeeeeeeek,0.8314111422482927,12.471167133724391
shrieeeeeeeeeeekkkk,1,19,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shrieeeeeeeeeeekkkk,shrieeeeeeeeeeekkkk,shrieeeeeeeeeeekkkk,0.8314111422482927,12.471167133724391
shriek,25,6,2.984700425618281e-05,15.03205433898152,NN,4,"{'NN', 'NNP', 'VB', 'VBP'}",0,shriek,shriek,shriek,0.7138191769390545,195.68277359874168
shrieking,28,9,3.3428644766924746e-05,14.86855560669864,NNP,3,"{'NN', 'NNP', 'VBG'}",0,shriek,shriek,shrieking,1.2991441567030078,189.26891119207767
shrieks,58,7,6.924504987434411e-05,13.817929533628671,NNP,7,"{'NN', 'VBD', 'NNP', 'VBZ', 'VBP', 'MD', 'NNS'}",0,shriek,shriek,shrieks,1.0510170756261743,362.67910010428983
shrill,10,6,1.1938801702473123e-05,16.35398243386888,NN,4,"{'NN', 'NNP', 'VBZ', 'JJ'}",0,shrill,shrill,shrill,0.7505672344302753,91.4923903883703
shrimp,5,6,5.969400851236562e-06,17.35398243386888,NN,2,"{'NN', 'NNP'}",0,shrimp,shrimp,shrimp,4.779652972385163,22.942334267448782
shrink,8,6,9.551041361978498e-06,16.675910528756244,NN,3,"{'NN', 'VB', 'VBP'}",0,shrink,shrink,shrink,0.6578458192562954,75.76933706979513
shrinking,4,9,4.775520680989249e-06,17.675910528756244,VBG,2,"{'NN', 'VBG'}",0,shrink,shrink,shrinking,0.9028170797114464,41.884668534897564
shrinks,7,7,8.357161191731187e-06,16.86855560669864,NNS,3,"{'VBD', 'NNP', 'NNS'}",0,shrink,shrink,shrinks,1.0742357530152067,59.31722779801941
shrivel,5,7,5.969400851236562e-06,17.35398243386888,NN,3,"{'NN', 'NNP', 'VB'}",0,shrivel,shrivel,shrivel,0.45120485772205343,50.74619519418515
shriveled,13,9,1.552044221321506e-05,15.975470810615152,VBD,5,"{'NN', 'VBD', 'NNP', 'JJ', 'VBN'}",0,shrivel,shrivel,shriveled,0.7062761252782642,91.4923903883703
shriveling,2,10,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'NNP', 'VBG'}",0,shrivel,shrivel,shriveling,0.26962144972429125,22.942334267448782
shrivelled,1,10,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,shrivel,shrivel,shrivelled,0.29002714264475327,12.471167133724391
shrivels,2,8,2.3877603404946244e-06,18.675910528756244,VBZ,2,"{'NNP', 'VBZ'}",0,shrivel,shrivel,shrivels,1.0800774249285952,22.942334267448782
shrots,1,6,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,shrot,shrot,shrots,0.6928426185402439,12.471167133724391
shroud,7,6,8.357161191731187e-06,16.86855560669864,NN,2,"{'NN', 'JJ'}",0,shroud,shroud,shroud,1.310575649797651,50.74619519418515
shrouded,10,8,1.1938801702473123e-05,16.35398243386888,VBD,3,"{'VBD', 'NN', 'VBN'}",0,shroud,shroud,shrouded,2.3478700155454217,91.4923903883703
shrub,1,5,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shrub,shrub,shrub,1.3856852370804877,12.471167133724391
shrubbery,2,9,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,shrubberi,shrubberi,shrubbery,2.103047307849472,22.942334267448782
shrubs,7,6,8.357161191731187e-06,16.86855560669864,NN,1,{'NN'},0,shrub,shrub,shrubs,1.8265564912131766,59.31722779801941
shrug,5,5,5.969400851236562e-06,17.35398243386888,NN,4,"{'NN', 'NNP', 'VBP', 'VBD'}",0,shrug,shrug,shrug,2.0037752012140024,50.74619519418515
shrugging,6,9,7.163281021483874e-06,17.090948028035086,NNP,3,"{'NN', 'NNP', 'VBG'}",0,shrug,shrug,shrugging,0.4152613008211666,59.31722779801941
shrugs,107,6,0.0001277451782164,12.934443542355096,NN,10,"{'NN', 'VBD', 'NNP', 'VBZ', 'VB', 'VBP', 'IN', 'MD', 'JJ', 'NNS'}",0,shrug,shrug,shrugs,0.38856868445781,565.0756447683107
shu,1,3,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shu,shu,shu,0.9593205487480301,12.471167133724391
shuan,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,shuan,shuan,shu,1.2471167133724392,12.471167133724391
shucks,2,6,2.3877603404946244e-06,18.675910528756244,VBZ,1,{'VBZ'},0,shuck,shuck,shuck,1.631674635400452,22.942334267448782
shudder,9,7,1.074492153222581e-05,16.505985527313932,VB,3,"{'NN', 'NNP', 'VB'}",0,shudder,shudder,shud,0.5471947544965575,75.76933706979513
shuddering,7,10,8.357161191731187e-06,16.86855560669864,VBG,3,"{'NN', 'NNP', 'VBG'}",0,shudder,shudder,shud,1.8048865337866686,67.6466854816675
shudders,25,8,2.984700425618281e-05,15.03205433898152,NNS,5,"{'NN', 'VBD', 'NNP', 'VBZ', 'NNS'}",0,shudder,shudder,shud,1.1803678729745304,195.68277359874168
shuffle,6,7,7.163281021483874e-06,17.090948028035086,VBP,3,"{'VBD', 'VB', 'VBP'}",0,shuffl,shuffl,shuffl,0.8499497684532141,50.74619519418515
shuffleboard,4,12,4.775520680989249e-06,17.675910528756244,NN,2,"{'NN', 'JJ'}",0,shuffleboard,shuffleboard,shuffleboard,3.6462099840647433,41.884668534897564
shuffled,1,8,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,shuffl,shuffl,shuffl,0.2711123289940085,12.471167133724391
shuffles,24,8,2.865312408593549e-05,15.090948028035086,VBZ,3,"{'NN', 'VBZ', 'NNS'}",0,shuffl,shuffl,shuffl,1.2418501107067637,182.79491908634972
shuffling,6,9,7.163281021483874e-06,17.090948028035086,VBG,2,"{'VBD', 'VBG'}",0,shuffl,shuffl,shuffl,1.3709480683976398,59.31722779801941
shunk,1,5,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,shunk,shunk,shunk,2.4942334267448785,12.471167133724391
shushes,5,7,5.969400851236562e-06,17.35398243386888,NNS,2,"{'VBZ', 'NNS'}",0,shush,shush,shush,0.9206302744519503,50.74619519418515
shut,232,4,0.0002769801994973,11.817929533628671,NN,10,"{'NN', 'PDT', 'VBD', 'RP', 'NNP', 'VB', 'VBP', 'JJ', 'NNS', 'VBN'}",0,shut,shut,shut,0.5533087018083586,955.275716910799
shutbut,1,7,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,shutbut,shutbut,shutbut,2.078527855620732,12.471167133724391
shuts,46,5,5.491848783137637e-05,14.15234857269923,VBZ,5,"{'NN', 'NNP', 'VBZ', 'VB', 'NNS'}",0,shut,shut,shut,0.598217194324769,314.06913168276225
shutter,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,shutter,shutter,shut,0.40229571399110936,12.471167133724391
shutterbug,1,10,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,shutterbug,shutterbug,shutterbug,1.1337424667022173,12.471167133724391
shuttered,2,9,2.3877603404946244e-06,18.675910528756244,VB,2,"{'JJ', 'VB'}",0,shutter,shutter,shut,0.7920567782809698,22.942334267448782
shutters,5,8,5.969400851236562e-06,17.35398243386888,NNS,2,"{'NN', 'NNS'}",0,shutter,shutter,shut,0.5030643605520415,50.74619519418515
shuttersand,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shuttersand,shuttersand,shuttersand,0.890797652408885,12.471167133724391
shutties,1,8,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,shutti,shutti,shutty,0.9593205487480301,12.471167133724391
shutting,16,8,1.9102082723956995e-05,15.675910528756242,VBG,3,"{'NN', 'NNP', 'VBG'}",0,shut,shut,shut,0.6601607211149847,135.53867413959026
shuttle,27,7,3.223476459667743e-05,14.921023026592774,NN,3,"{'NN', 'NNP', 'JJ'}",0,shuttl,shuttl,shuttl,2.410675827011858,182.79491908634972
shuttlecocks,1,12,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shuttlecock,shuttlecock,shuttlecock,0.9593205487480301,12.471167133724391
shuttles,7,8,8.357161191731187e-06,16.86855560669864,NN,2,"{'NN', 'VBZ'}",0,shuttl,shuttl,shuttl,2.186652684877224,67.6466854816675
shutttle,1,8,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,shutttl,shutttl,shutttl,2.4942334267448785,12.471167133724391
shuuuuu,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,shuuuuu,shuuuuu,shuuuuu,1.78159530481777,12.471167133724391
shy,18,3,2.148984306445162e-05,15.50598552731393,JJ,4,"{'NN', 'RB', 'JJ', 'VBP'}",0,shi,shi,shy,0.6361270860031978,135.53867413959026
shyly,9,5,1.074492153222581e-05,16.505985527313932,NN,4,"{'NN', 'NNP', 'NNS', 'VBP'}",0,shyli,shyli,shy,0.43285638947804705,83.71117919053872
shyster,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,shyster,shyster,shyst,2.078527855620732,12.471167133724391
si,1,2,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,si,si,si,0.23530504025895077,12.471167133724391
sibilants,2,9,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'NNS'}",0,sibil,sibil,sibl,0.7603993365158214,22.942334267448782
sic,1,3,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,sic,sic,sic,0.36679903334483505,12.471167133724391
sick,74,4,8.834713259830111e-05,13.466457163127291,JJ,8,"{'NN', 'VBD', 'NNP', 'VBZ', 'VB', 'VBP', 'RB', 'JJ'}",0,sick,sick,sick,0.6192017075402969,414.1546965583611
sicked,1,6,1.1938801702473122e-06,19.675910528756244,VBD,1,{'VBD'},0,sick,sick,sick,1.78159530481777,12.471167133724391
sicken,1,6,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,sicken,sicken,sick,0.8314111422482927,12.471167133724391
sickened,12,8,1.4326562042967747e-05,16.090948028035086,NN,4,"{'NN', 'JJ', 'VBD', 'VBN'}",0,sicken,sicken,sick,0.9642340750693453,106.63445559603882
sickenin,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,sickenin,sickenin,sickenin,0.3041748081396193,12.471167133724391
sickening,11,9,1.3132681872720436e-05,16.216478910118944,VBG,2,"{'NN', 'VBG'}",0,sicken,sicken,sick,0.40326439013736254,99.12909066595805
sickeningly,4,11,4.775520680989249e-06,17.675910528756244,RB,1,{'RB'},0,sickeningli,sicken,sick,0.4015748356915884,41.884668534897564
sickens,1,7,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,sicken,sicken,sick,0.5668712333511087,12.471167133724391
sicker,2,6,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,sicker,sicker,sick,0.3308990519343574,22.942334267448782
sickly,4,6,4.775520680989249e-06,17.675910528756244,JJ,1,{'JJ'},0,sickli,sick,sick,0.5291519288730382,41.884668534897564
sickmac,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,sickmac,sickmac,sickmac,2.078527855620732,12.471167133724391
sickness,6,8,7.163281021483874e-06,17.090948028035086,NN,2,"{'NN', 'JJ'}",0,sick,sick,sick,0.6683649227928005,59.31722779801941
sicknesses,1,10,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,sick,sick,sick,0.519631963905183,12.471167133724391
sicko,2,5,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,sicko,sicko,sicko,1.392927437666533,22.942334267448782
sid,77,3,9.192877310904304e-05,13.409123988061342,NNP,3,"{'NN', 'NNP', 'VB'}",0,sid,sid,sid,1.5497576718767219,220.78239801930775
siddneey,2,8,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,siddneey,siddneey,siddneey,0.8600804919809925,12.471167133724391
side,718,4,0.0008572059622375,10.188070494933193,NN,7,"{'NN', 'VBD', 'NNP', 'VBZ', 'VB', 'VBP', 'JJ'}",0,side,side,sid,0.4360279396809164,1865.7459243260885
sidearm,3,7,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'NNP'}",0,sidearm,sidearm,sidearm,0.7568003312844668,32.65861389900971
sideboard,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,sideboard,sideboard,sideboard,0.3779141555674058,12.471167133724391
sidebut,1,7,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,sidebut,sidebut,sidebut,3.1177917834310978,12.471167133724391
sided,3,5,3.581640510741937e-06,18.090948028035086,NNP,3,"{'VBD', 'NNP', 'VBN'}",0,side,side,sid,0.15358113904186158,32.65861389900971
sidefinally,1,11,1.1938801702473122e-06,19.675910528756244,RB,1,{'RB'},0,sidefin,sidefin,sidefin,0.6235583566862196,12.471167133724391
sidelines,6,9,7.163281021483874e-06,17.090948028035086,NNS,3,"{'NN', 'NNP', 'NNS'}",0,sidelin,sidelin,sidelin,0.9255871073422173,50.74619519418515
sidelong,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,sidelong,sidelong,sidelong,1.039263927810366,12.471167133724391
sides,52,5,6.208176885286023e-05,13.975470810615152,NNS,4,"{'NN', 'NNP', 'VBZ', 'NNS'}",0,side,side,sid,0.6074002280241945,330.53782238415533
sidesas,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,sidesa,sidesa,sidesa,0.4453988262044425,12.471167133724391
sideshows,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,sideshow,sideshow,sideshow,1.1337424667022173,12.471167133724391
sideslipping,1,12,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,sideslip,sideslip,sideslip,0.6928426185402439,12.471167133724391
sidestep,1,8,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,sidestep,sidestep,sidestep,0.9593205487480301,12.471167133724391
sidestepping,2,12,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'VBG'}",0,sidestep,sidestep,sidestep,2.0221608729321843,22.942334267448782
sidesteps,3,9,3.581640510741937e-06,18.090948028035086,NNS,2,"{'VBZ', 'NNS'}",0,sidestep,sidestep,sidestep,1.8143674388338724,32.65861389900971
sidethe,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,sideth,sideth,sideth,0.3117791783431098,12.471167133724391
sidethen,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,sidethen,sidethen,sideth,0.09447853889185145,12.471167133724391
sidewalk,69,8,8.237773174706454e-05,13.567386071978074,NN,3,"{'NN', 'NNP', 'JJ'}",0,sidewalk,sidewalk,sidewalk,1.0561390962304023,378.38179581490004
sidewalks,4,9,4.775520680989249e-06,17.675910528756244,NN,3,"{'NN', 'JJ', 'NNS'}",0,sidewalk,sidewalk,sidewalk,1.2709430137637578,41.884668534897564
sideways,18,8,2.148984306445162e-05,15.50598552731393,NN,8,"{'NN', 'VBD', 'NNP', 'VB', 'VBP', 'RB', 'JJ', 'NNS'}",0,sideway,sideway,sideway,0.6246143347022705,149.42235838107743
sidewinder,2,10,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,sidewind,sidewind,sidewind,1.064149152342357,22.942334267448782
siding,4,6,4.775520680989249e-06,17.675910528756244,NN,1,{'NN'},0,side,side,sid,1.7938586003127202,41.884668534897564
sidle,1,5,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,sidl,sidl,sidl,0.542224657988017,12.471167133724391
sidles,2,6,2.3877603404946244e-06,18.675910528756244,VBZ,1,{'VBZ'},0,sidl,sidl,sidl,0.5648680785546102,22.942334267448782
sidney,426,6,0.0005085929525253,10.941200908530403,NNP,4,"{'NN', 'NNP', 'VB', 'JJ'}",0,sidney,sidney,sidney,3.0731363132727054,424.16701894815196
sidneybreathing,1,15,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,sidneybreath,sidneybreath,sidneybreath,0.9593205487480301,12.471167133724391
sidneys,18,7,2.148984306445162e-05,15.50598552731393,NNP,1,{'NNP'},0,sidney,sidney,sidney,1.0107528936936754,121.29337096333502
sidneythrough,1,13,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,sidneythrough,sidneythrough,sidneythrough,0.09447853889185145,12.471167133724391
sids,2,4,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,sid,sid,sid,1.0317981019752096,22.942334267448782
sidwheres,1,9,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,sidwher,sidwher,sidwh,1.039263927810366,12.471167133724391
siege,4,5,4.775520680989249e-06,17.675910528756244,NN,1,{'NN'},0,sieg,sieg,sieg,1.1365762645149025,41.884668534897564
sientate,1,8,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,sientat,sientat,sient,1.039263927810366,12.471167133724391
sierra,10,6,1.1938801702473123e-05,16.35398243386888,VBD,3,"{'VBD', 'NN', 'NNP'}",0,sierra,sierra,sierr,2.587936371522937,59.31722779801941
sierras,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,sierra,sierra,sierra,1.3856852370804877,12.471167133724391
sifting,3,7,3.581640510741937e-06,18.090948028035086,VBG,1,{'VBG'},0,sift,sift,sift,0.6321551709964172,32.65861389900971
sifts,1,5,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,sift,sift,sift,0.9593205487480301,12.471167133724391
sigh,33,4,3.9398045618161305e-05,14.63151640939779,NN,3,"{'NN', 'NNP', 'JJ'}",0,sigh,sigh,sigh,1.0239345905775443,239.07734827918054
sighing,6,7,7.163281021483874e-06,17.090948028035086,NNP,4,"{'NN', 'NNP', 'VBG', 'VB'}",0,sigh,sigh,sigh,0.6143893855404532,50.74619519418515
sighs,106,5,0.0001265512980462,12.947990074193044,NN,8,"{'NN', 'VBD', 'NNP', 'VBZ', 'VB', 'VBP', 'JJ', 'NNS'}",0,sigh,sigh,sigh,0.5535498634046715,565.0756447683107
sighshe,1,7,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,sighsh,sighsh,sighsh,4.157055711241464,12.471167133724391
sighsrelieved,1,13,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,sighsreliev,sighsreliev,sighsreliev,0.11991506859350376,12.471167133724391
sight,113,5,0.0001349084592379,12.855731566341056,NN,2,"{'NN', 'NNP'}",0,sight,sight,sight,0.6226164765181883,613.0779157635872
sighted,1,7,1.1938801702473122e-06,19.675910528756244,VBN,1,{'VBN'},0,sight,sight,sight,0.36679903334483505,12.471167133724391
sighting,2,8,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'VBG'}",0,sight,sight,sight,1.5889116637929055,22.942334267448782
sightless,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,sightless,sightless,sightless,3.1177917834310978,12.471167133724391
sightly,1,7,1.1938801702473122e-06,19.675910528756244,RB,1,{'RB'},0,sightli,sight,sight,0.10139160271320644,12.471167133724391
sights,6,6,7.163281021483874e-06,17.090948028035086,NNS,4,"{'NN', 'NNP', 'VBZ', 'NNS'}",0,sight,sight,sight,0.800430685353665,59.31722779801941
sightseeing,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,sightse,sightse,sights,0.6928426185402439,12.471167133724391
sign,208,4,0.0002483270754114,11.975470810615152,NN,6,"{'NN', 'VBD', 'NNP', 'VB', 'VBP', 'JJ'}",0,sign,sign,sign,0.9750407891936856,878.492303831111
